pgs_id,name,trait_id,trait_label,trait_reported,variants_number,method_name,publication_id,pubmed_id,ftp_scoring_file,scoring_file
PGS004322,GRS30_IS,HP_0002140|MONDO_0005098,Ischemic stroke|stroke disorder,Ischemic stroke,30,Genome-wide significant SNPs,PGP000555,36926049,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004322/ScoringFiles/PGS004322.txt.gz,data/pgs/scoring_files/PGS004322.txt.gz
PGS019106,TPMI_386.21_Lassosum2,HP_0002321,Vertigo,Central origin vertigo,408,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019106/ScoringFiles/PGS019106.txt.gz,data/pgs/scoring_files/PGS019106.txt.gz
PGS000938,GBE_HC990,HP_0002619,Varicose veins,Varicose veins of lower extremities (time-to-event),2563,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000938/ScoringFiles/PGS000938.txt.gz,data/pgs/scoring_files/PGS000938.txt.gz
PGS018856,TPMI_279_Lassosum2,HP_0002721,Immunodeficiency,Disorders involving the immune mechanism,12,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018856/ScoringFiles/PGS018856.txt.gz,data/pgs/scoring_files/PGS018856.txt.gz
PGS001522,GBE_HC1213,HP_0003040,Arthropathy,Psoriatic and enteropathic arthropathies (time-to-event),17,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001522/ScoringFiles/PGS001522.txt.gz,data/pgs/scoring_files/PGS001522.txt.gz
PGS000914,PRS6_EC,HP_0003115,Abnormal EKG,Abnormal electrocardiogram,6,Candidate SNPs significantly associated with an abnormal electrocardiogram,PGP000241,33633301,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000914/ScoringFiles/PGS000914.txt.gz,data/pgs/scoring_files/PGS000914.txt.gz
PGS018801,TPMI_272.11_Lassosum2,HP_0003124,Hypercholesterolemia,Hypercholesterolemia,63,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018801/ScoringFiles/PGS018801.txt.gz,data/pgs/scoring_files/PGS018801.txt.gz
PGS001844,portability-PLR_451,HP_0004418|MONDO_0004625,Thrombophlebitis|phlebitis,Phlebitis and thrombophlebitis,431,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001844/ScoringFiles/PGS001844.txt.gz,data/pgs/scoring_files/PGS001844.txt.gz
PGS005388,PAF_PRS,HP_0004757,Paroxysmal atrial fibrillation,Paroxysmal atrial fibrillation,122,LD-clumping and p-value thresholding (P+T) using GWAS summary statistics,PGP000775,42081549,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005388/ScoringFiles/PGS005388.txt.gz,data/pgs/scoring_files/PGS005388.txt.gz
PGS019205,TPMI_427.6_Lassosum2,HP_0006699,Premature atrial contractions,Premature beats,59,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019205/ScoringFiles/PGS019205.txt.gz,data/pgs/scoring_files/PGS019205.txt.gz
PGS018981,TPMI_331_Lassosum2,HP_0007313,Cerebral degeneration,Other cerebral degenerations,9219,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018981/ScoringFiles/PGS018981.txt.gz,data/pgs/scoring_files/PGS018981.txt.gz
PGS019757,TPMI_790.6_Lassosum2,HP_0010931,Abnormal circulating sodium concentration,Other abnormal blood chemistry,4,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019757/ScoringFiles/PGS019757.txt.gz,data/pgs/scoring_files/PGS019757.txt.gz
PGS018729,TPMI_250.4_Lassosum2,HP_0011015,Abnormal blood glucose concentration,Abnormal glucose,32,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018729/ScoringFiles/PGS018729.txt.gz,data/pgs/scoring_files/PGS018729.txt.gz
PGS019732,TPMI_764_Lassosum2,HP_0011868,Sciatica,Sciatica,1817,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019732/ScoringFiles/PGS019732.txt.gz,data/pgs/scoring_files/PGS019732.txt.gz
PGS018435,TPMI_070.9_Lassosum2,HP_0012115,Hepatitis,Hepatitis NOS,60,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018435/ScoringFiles/PGS018435.txt.gz,data/pgs/scoring_files/PGS018435.txt.gz
PGS004896,mAlb,HP_0012594,Moderate albuminuria,Microalbuminuria,29,Genome-wide significant SNPs,PGP000623,37446387,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004896/ScoringFiles/PGS004896.txt.gz,data/pgs/scoring_files/PGS004896.txt.gz
PGS018966,TPMI_327.5_Lassosum2,HP_0025234,Parasomnia,Parasomnia,5,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018966/ScoringFiles/PGS018966.txt.gz,data/pgs/scoring_files/PGS018966.txt.gz
PGS000934,GBE_HC156,HP_0100582,Nasal polyposis,Nasal polyps,129,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000934/ScoringFiles/PGS000934.txt.gz,data/pgs/scoring_files/PGS000934.txt.gz
PGS001514,GBE_INI87,MONDO_0000001,disease,Non-cancer illness year/age first occurred,273,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001514/ScoringFiles/PGS001514.txt.gz,data/pgs/scoring_files/PGS001514.txt.gz
PGS001023,GBE_HC703,MONDO_0000226,mineral metabolism disease,Disorders of mineral metabolism (time-to-event),2,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001023/ScoringFiles/PGS001023.txt.gz,data/pgs/scoring_files/PGS001023.txt.gz
PGS001814,portability-PLR_241.2,MONDO_0000334|MONDO_0001658,multinodular goiter|nontoxic goiter,Nontoxic multinodular goiter,322,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001814/ScoringFiles/PGS001814.txt.gz,data/pgs/scoring_files/PGS001814.txt.gz
PGS018515,TPMI_165_Lassosum2,MONDO_0000376,respiratory system cancer,Respiratory system cancer,1810,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018515/ScoringFiles/PGS018515.txt.gz,data/pgs/scoring_files/PGS018515.txt.gz
PGS001812,portability-PLR_211,MONDO_0000385,benign digestive system neoplasm,Benign neoplasm of other parts of digestive system,801,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001812/ScoringFiles/PGS001812.txt.gz,data/pgs/scoring_files/PGS001812.txt.gz
PGS018951,TPMI_315_Lassosum2,MONDO_0000592,specific developmental disorder,Develomental delays and disorders,21,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018951/ScoringFiles/PGS018951.txt.gz,data/pgs/scoring_files/PGS018951.txt.gz
PGS000213,PRS330_LumBHER2neg,MONDO_0000618,Her2-receptor negative breast cancer,Breast cancer intrinsic-like subtype (luminal B/HER2-negative-like),330,Fixed-effects two-stage polytomous model,PGP000088,32424353,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000213/ScoringFiles/PGS000213.txt.gz,data/pgs/scoring_files/PGS000213.txt.gz
PGS018620,TPMI_218_Lassosum2,MONDO_0000632,uterine benign neoplasm,Benign neoplasm of uterus,222,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018620/ScoringFiles/PGS018620.txt.gz,data/pgs/scoring_files/PGS018620.txt.gz
PGS001885,portability-PLR_960.2,MONDO_0000775,drug allergy,Allergy/adverse effect of penicillin,95,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001885/ScoringFiles/PGS001885.txt.gz,data/pgs/scoring_files/PGS001885.txt.gz
PGS000932,GBE_HC1248,MONDO_0000812,vertebral column disorder,Other intervertebral disk disorders (time-to-event),111,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000932/ScoringFiles/PGS000932.txt.gz,data/pgs/scoring_files/PGS000932.txt.gz
PGS000930,GBE_BIN_FC3006152,MONDO_0000831,thrombotic disease,Blood clot (diagnosed by doctor),118,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000930/ScoringFiles/PGS000930.txt.gz,data/pgs/scoring_files/PGS000930.txt.gz
PGS001029,GBE_HC866,MONDO_0000942,corneal disorder,Other disorders of cornea (time-to-event),22,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001029/ScoringFiles/PGS001029.txt.gz,data/pgs/scoring_files/PGS001029.txt.gz
PGS018480,TPMI_151_Lassosum2,MONDO_0001056,gastric cancer,Cancer of stomach,2,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018480/ScoringFiles/PGS018480.txt.gz,data/pgs/scoring_files/PGS018480.txt.gz
PGS000958,GBE_HC273,MONDO_0001134,essential hypertension,Essential hypertension,9400,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000958/ScoringFiles/PGS000958.txt.gz,data/pgs/scoring_files/PGS000958.txt.gz
PGS003736,PRS13_BlC,MONDO_0001187,urinary bladder cancer,Bladder cancer,13,Genome-wide significant SNPs,PGP000470,36739632,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003736/ScoringFiles/PGS003736.txt.gz,data/pgs/scoring_files/PGS003736.txt.gz
PGS001011,GBE_HC534,MONDO_0001209,common wart,Viral warts (time-to-event),5,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001011/ScoringFiles/PGS001011.txt.gz,data/pgs/scoring_files/PGS001011.txt.gz
PGS018650,TPMI_241_Lassosum2,MONDO_0001252,toxic multinodular goitre,Nontoxic nodular goiter,2717,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018650/ScoringFiles/PGS018650.txt.gz,data/pgs/scoring_files/PGS018650.txt.gz
PGS019687,TPMI_716.8_Lassosum2,MONDO_0001332,palindromic rheumatism,Palindromic rheumatism,40,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019687/ScoringFiles/PGS019687.txt.gz,data/pgs/scoring_files/PGS019687.txt.gz
PGS000391,PRSWEB_PHECODE165.1_GWAS-Catalog-r2019-05-03-X165.1_PT_MGI_20200608,MONDO_0001407|MONDO_0001672|MONDO_0008903,tracheal cancer|bronchus cancer|lung cancer,Lung and bronchus cancer,14,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000391/ScoringFiles/PGS000391.txt.gz,data/pgs/scoring_files/PGS000391.txt.gz
PGS019666,TPMI_715_Lassosum2,MONDO_0001434,inflammatory spondylopathy,Other inflammatory spondylopathies,27,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019666/ScoringFiles/PGS019666.txt.gz,data/pgs/scoring_files/PGS019666.txt.gz
PGS001033,GBE_HC624,MONDO_0001531,blood coagulation disease,Other coagulation defects (time-to-event),1,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001033/ScoringFiles/PGS001033.txt.gz,data/pgs/scoring_files/PGS001033.txt.gz
PGS001867,portability-PLR_618,MONDO_0001592,prolapse of female genital organ,Genital prolapse,9708,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001867/ScoringFiles/PGS001867.txt.gz,data/pgs/scoring_files/PGS001867.txt.gz
PGS000929,GBE_HC1583,MONDO_0001627,dementia,All-cause dementia (algorithmically-defined),6,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000929/ScoringFiles/PGS000929.txt.gz,data/pgs/scoring_files/PGS000929.txt.gz
PGS000945,GBE_HC710,MONDO_0001627|MONDO_0004975,dementia|Alzheimer disease,Dementia in Alzheimer's disease (time-to-event),26,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000945/ScoringFiles/PGS000945.txt.gz,data/pgs/scoring_files/PGS000945.txt.gz
PGS000624,PRSWEB_PHECODE191.11_GWAS-Catalog-r2019-05-03-X191.11_PT_UKB_20200608,MONDO_0001657,brain cancer,Brain cancer,5,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000624/ScoringFiles/PGS000624.txt.gz,data/pgs/scoring_files/PGS000624.txt.gz
PGS000928,GBE_HC644,MONDO_0001658,nontoxic goiter,Other non-toxic goitre (time-to-event),170,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000928/ScoringFiles/PGS000928.txt.gz,data/pgs/scoring_files/PGS000928.txt.gz
PGS018520,TPMI_165.1_Lassosum2,MONDO_0001672,bronchus cancer,Cancer of bronchus lung,1869,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018520/ScoringFiles/PGS018520.txt.gz,data/pgs/scoring_files/PGS018520.txt.gz
PGS019096,TPMI_386.3_Lassosum2,MONDO_0002008,labyrinthitis,Labyrinthitis,245,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019096/ScoringFiles/PGS019096.txt.gz,data/pgs/scoring_files/PGS019096.txt.gz
PGS003442,GRS8_MD,MONDO_0002009,major depressive disorder,Major depressive disorder,8,Genome-wide significant SNPs,PGP000444,36653486,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003442/ScoringFiles/PGS003442.txt.gz,data/pgs/scoring_files/PGS003442.txt.gz
PGS018640,TPMI_228_Lassosum2,MONDO_0002013|MONDO_0006500,lymphangioma|hemangioma,Hemangioma and lymphangioma any site,488,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018640/ScoringFiles/PGS018640.txt.gz,data/pgs/scoring_files/PGS018640.txt.gz
PGS000381,PRSWEB_PHECODE153.2_UKBB-SAIGE-HRC-X153.2_PT_MGI_20200608,MONDO_0002032,colon carcinoma,Colon cancer,12,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000381/ScoringFiles/PGS000381.txt.gz,data/pgs/scoring_files/PGS000381.txt.gz
PGS001829,portability-PLR_296.2,MONDO_0002050,depressive disorder,Depression,7534,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001829/ScoringFiles/PGS001829.txt.gz,data/pgs/scoring_files/PGS001829.txt.gz
PGS018580,TPMI_193_Lassosum2,MONDO_0002108,thyroid cancer,Thyroid cancer,966,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018580/ScoringFiles/PGS018580.txt.gz,data/pgs/scoring_files/PGS018580.txt.gz
PGS019016,TPMI_362.2_Lassosum2,MONDO_0002175,degeneration of macula and posterior pole,Degeneration of macula and posterior pole of retina,4,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019016/ScoringFiles/PGS019016.txt.gz,data/pgs/scoring_files/PGS019016.txt.gz
PGS018610,TPMI_208_Lassosum2,MONDO_0002278,benign colon neoplasm,Benign neoplasm of colon,1006,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018610/ScoringFiles/PGS018610.txt.gz,data/pgs/scoring_files/PGS018610.txt.gz
PGS001823,portability-PLR_275.1,MONDO_0002279,iron metabolism disease,Disorders of iron metabolism,654,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001823/ScoringFiles/PGS001823.txt.gz,data/pgs/scoring_files/PGS001823.txt.gz
PGS018886,TPMI_285_Lassosum2,MONDO_0002280,anemia,Other anemias,136,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018886/ScoringFiles/PGS018886.txt.gz,data/pgs/scoring_files/PGS018886.txt.gz
PGS001305,GBE_HC608,MONDO_0002280|MONDO_0020696,anemia|vitamin B12 deficiency,Vitamin B12 deficiency induced anemia (time-to-event),121,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001305/ScoringFiles/PGS001305.txt.gz,data/pgs/scoring_files/PGS001305.txt.gz
PGS018465,TPMI_149_Lassosum2,MONDO_0002352,larynx cancer,Cancer of larynx pharynx nasal cavities,4,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018465/ScoringFiles/PGS018465.txt.gz,data/pgs/scoring_files/PGS018465.txt.gz
PGS001014,GBE_HC654,MONDO_0002356,pancreas disorder,Other disorders of pancreatic internal secretion (time-to-event),69,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001014/ScoringFiles/PGS001014.txt.gz,data/pgs/scoring_files/PGS001014.txt.gz
PGS000605,PRSWEB_PHECODE189.11_GWAS-Catalog-r2019-05-03-X189.11_P_5e-08_UKB_20200608,MONDO_0002367,kidney cancer,"Malignant neoplasm of kidney, except pelvis",12,GWAS Hits,PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000605/ScoringFiles/PGS000605.txt.gz,data/pgs/scoring_files/PGS000605.txt.gz
PGS000927,GBE_HC1158,MONDO_0002406,dermatitis,Other dermatitis (time-to-event),242,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000927/ScoringFiles/PGS000927.txt.gz,data/pgs/scoring_files/PGS000927.txt.gz
PGS000075,CC_Endo,MONDO_0002447,endometrial carcinoma,Endometrial cancer,9,Genome-wide significant variants,PGP000050,33579919,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000075/ScoringFiles/PGS000075.txt.gz,data/pgs/scoring_files/PGS000075.txt.gz
PGS018510,TPMI_158_Lassosum2,MONDO_0002516,digestive system cancer,Neoplasm of unspecified nature of digestive system,26,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018510/ScoringFiles/PGS018510.txt.gz,data/pgs/scoring_files/PGS018510.txt.gz
PGS018796,TPMI_272.9_Lassosum2,MONDO_0002525,inherited lipid metabolism disorder,Unspecified disorder of lipoid metabolism,3795,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018796/ScoringFiles/PGS018796.txt.gz,data/pgs/scoring_files/PGS018796.txt.gz
PGS000399,PRSWEB_PHECODE172_20001-1003_PT_MGI_20200608,MONDO_0002656,skin carcinoma,Skin cancer,6,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000399/ScoringFiles/PGS000399.txt.gz,data/pgs/scoring_files/PGS000399.txt.gz
PGS019542,TPMI_613_Lassosum2,MONDO_0002657,breast disorder,Other nonmalignant breast conditions,2767,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019542/ScoringFiles/PGS019542.txt.gz,data/pgs/scoring_files/PGS019542.txt.gz
PGS018500,TPMI_155_Lassosum2,MONDO_0002691,liver cancer,Cancer of liver and intrahepatic bile duct,20,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018500/ScoringFiles/PGS018500.txt.gz,data/pgs/scoring_files/PGS018500.txt.gz
PGS000619,PRSWEB_PHECODE191.1_GWAS-Catalog-r2019-05-03-X191.1_PT_UKB_20200608,MONDO_0002714,central nervous system cancer,Brain and nervous system cancer,19,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000619/ScoringFiles/PGS000619.txt.gz,data/pgs/scoring_files/PGS000619.txt.gz
PGS000541,PRSWEB_PHECODE182_GWAS-Catalog-r2019-05-03-X182_P_5e-08_UKB_20200608,MONDO_0002715,uterine cancer,Malignant neoplasm of uterus,18,GWAS Hits,PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000541/ScoringFiles/PGS000541.txt.gz,data/pgs/scoring_files/PGS000541.txt.gz
PGS001030,GBE_HC84,MONDO_0002771,pulmonary fibrosis,Pulmonary fibrosis,51,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001030/ScoringFiles/PGS001030.txt.gz,data/pgs/scoring_files/PGS001030.txt.gz
PGS000437,PRSWEB_PHECODE172.2_C44_P_5e-08_MGI_20200608,MONDO_0002898,skin cancer,Other non-epithelial skin cancer,63,GWAS Hits,PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000437/ScoringFiles/PGS000437.txt.gz,data/pgs/scoring_files/PGS000437.txt.gz
PGS001873,portability-PLR_704,MONDO_0002917,disorder of pilosebaceous unit,Diseases of hair and hair follicles,461,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001873/ScoringFiles/PGS001873.txt.gz,data/pgs/scoring_files/PGS001873.txt.gz
PGS018540,TPMI_180_Lassosum2,MONDO_0002974,cervical cancer,Cervical cancer and dysplasia,32,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018540/ScoringFiles/PGS018540.txt.gz,data/pgs/scoring_files/PGS018540.txt.gz
PGS001013,GBE_BIN_FC5006148,MONDO_0003004,macular degeneration,Macular degeneration,53,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001013/ScoringFiles/PGS001013.txt.gz,data/pgs/scoring_files/PGS001013.txt.gz
PGS001015,GBE_HC85,MONDO_0003105,prostate disorder,Enlarged prostate,449,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001015/ScoringFiles/PGS001015.txt.gz,data/pgs/scoring_files/PGS001015.txt.gz
PGS002619,disease_THYROID_ANY_SELF_REP.P+T.5e-08,MONDO_0003240,thyroid gland disorder,Thyroid (self-reported conditions),548,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002619/ScoringFiles/PGS002619.txt.gz,data/pgs/scoring_files/PGS002619.txt.gz
PGS001832,portability-PLR_351,MONDO_0003620,peripheral nervous system disorder,Other peripheral nerve disorders,8393,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001832/ScoringFiles/PGS001832.txt.gz,data/pgs/scoring_files/PGS001832.txt.gz
PGS018881,TPMI_282_Lassosum2,MONDO_0003689,familial hemolytic anemia,Hereditary hemolytic anemias,388,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018881/ScoringFiles/PGS018881.txt.gz,data/pgs/scoring_files/PGS018881.txt.gz
PGS001025,GBE_HC951,MONDO_0003803,aortic valve disorder,Nonrheumatic aortic valve disorders (time-to-event),36,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001025/ScoringFiles/PGS001025.txt.gz,data/pgs/scoring_files/PGS001025.txt.gz
PGS000959,GBE_HC136,MONDO_0003900,connective tissue disorder,Connective tissue disorder,16,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000959/ScoringFiles/PGS000959.txt.gz,data/pgs/scoring_files/PGS000959.txt.gz
PGS018689,TPMI_245_Lassosum2,MONDO_0004126,thyroiditis,Thyroiditis,2574,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018689/ScoringFiles/PGS018689.txt.gz,data/pgs/scoring_files/PGS018689.txt.gz
PGS012562,PRS8_PU,MONDO_0004247,peptic ulcer disease,Peptic ulcer disease,8,Genome-wide significant SNPs,PGP000802,38218525,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS012562/ScoringFiles/PGS012562.txt.gz,data/pgs/scoring_files/PGS012562.txt.gz
PGS001858,portability-PLR_564,MONDO_0004335,digestive system disorder,Functional digestive disorders,764,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001858/ScoringFiles/PGS001858.txt.gz,data/pgs/scoring_files/PGS001858.txt.gz
PGS018535,TPMI_174.11_Lassosum2,MONDO_0004379,female breast carcinoma,Malignant neoplasm of female breast,2319,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018535/ScoringFiles/PGS018535.txt.gz,data/pgs/scoring_files/PGS018535.txt.gz
PGS001043,GBE_HC55,MONDO_0004425|MONDO_0010138,hyperthyroidism|thyrotoxicosis,"Hyperthyroidism, thyrotoxicosis",69,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001043/ScoringFiles/PGS001043.txt.gz,data/pgs/scoring_files/PGS001043.txt.gz
PGS019021,TPMI_362.6_Lassosum2,MONDO_0004580,retinal degeneration,Peripheral retinal degenerations,107,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019021/ScoringFiles/PGS019021.txt.gz,data/pgs/scoring_files/PGS019021.txt.gz
PGS001840,portability-PLR_415,MONDO_0004596,cor pulmonale,Pulmonary heart disease,330,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001840/ScoringFiles/PGS001840.txt.gz,data/pgs/scoring_files/PGS001840.txt.gz
PGS001852,portability-PLR_535.6,MONDO_0004627,duodenitis,Duodenitis,191,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001852/ScoringFiles/PGS001852.txt.gz,data/pgs/scoring_files/PGS001852.txt.gz
PGS018460,TPMI_145.2_Lassosum2,MONDO_0004631,tongue cancer,Tongue cancer,11,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018460/ScoringFiles/PGS018460.txt.gz,data/pgs/scoring_files/PGS018460.txt.gz
PGS000470,PRSWEB_PHECODE172.3_UKBB-SAIGE-HRC-X172.3_PT_MGI_20200608,MONDO_0004641,skin carcinoma in situ,Carcinoma in situ of skin,5,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000470/ScoringFiles/PGS000470.txt.gz,data/pgs/scoring_files/PGS000470.txt.gz
